,source,author,title,description,url,urlToImage,publishedAt,content
81,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,Axie Infinity breakout on a symmetrical triangle incoming after Google Play Store win?,Axie Infinity has lost 95% of its value from its ATH The cryptocurrency trades on a symmetrical triangle A breakout could shape the next price direction for AXS Axie Infinity (AXS/USD) has been one of the hardest-hit cryptocurrencies this year. The token of t…,https://coinjournal.net/news/axie-infinity-breakout-on-a-symmetrical-triangle-incoming-after-google-play-store-win/,https://coinjournal.net/wp-content/uploads/1970/01/1671788077004-f559f60c-5dbc-47fc-8d3c-2a06cfef0351.jpg,2022-12-23T09:37:52Z,"<ul><li>Axie Infinity has lost 95% of its value from its ATH
</li><li>The cryptocurrency trades on a symmetrical triangle
</li><li>A breakout could shape the next price direction for AXS
</li></ul… [+2720 chars]"
82,"{'id': None, 'name': 'Biztoc.com'}",decrypt.co,Dogecoin Enjoys 5% Rebound After Month-Long Tumble,"With Dogecoin jumping 5% over the past 24 hours, holders have another reason to celebrate this holiday season. DOGE is now trading at a little over $0.07 and enjoys a market capitalization of $10.7 billion, making it the market's eighth-largest cryptocurrency…",https://biztoc.com/x/da6dcf2d94c09933,https://c.biztoc.com/p/da6dcf2d94c09933/og.webp,2022-12-23T09:30:05Z,"With Dogecoin jumping 5% over the past 24 hours, holders have another reason to celebrate this holiday season.
DOGE is now trading at a little over $0.07 and enjoys a market capitalization of $10.7 … [+433 chars]"
83,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,Will Dogecoin build on its intraday 6% surge to finish the year strong?,"Dogecoin rose 6% on Friday, with a slight increase in trading volume The cryptocurrency is moved by the slightest of positive news DOGE is still bearish unless bulls reclaim $0.09 Investors are not yet done with Dogecoin (DOGE/USD). The cryptocurrency traded …",https://coinjournal.net/news/will-dogecoin-build-on-its-intraday-6-surge-to-finish-the-year-strong/,https://coinjournal.net/wp-content/uploads/2022/08/1660926072528-9fb59a5b-3282-4f06-865a-dcc8c619b89b.jpg,2022-12-23T09:28:15Z,"<ul><li>Dogecoin rose 6% on Friday, with a slight increase in trading volume
</li><li>The cryptocurrency is moved by the slightest of positive news
</li><li>DOGE is still bearish unless bulls recla… [+2087 chars]"
84,"{'id': None, 'name': 'Decrypt'}",Liam J. Kelly,Dogecoin Enjoys 5% Rebound After Month-Long Tumble,"Today's bullish move comes just a day after Bitstamp listed Dogecoin. Still, it's a drop in the river after DOGE's month-long descent.",https://decrypt.co/117839/dogecoin-enjoys-rebound-month-long-tumble,https://img.decrypt.co/insecure/rs:fill:1024:512:1:0/plain/https://cdn.decrypt.co/wp-content/uploads/2022/04/dogecoin-price-trading-gID_1.jpeg@png,2022-12-23T09:26:45Z,"With Dogecoin jumping 5% over the past 24 hours, holders have another reason to celebrate this holiday season.
DOGE is now trading at a little over $0.07 and enjoys a market capitalization of $10.7 … [+1577 chars]"
85,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,Polygon’s MATIC defends support as the last testnet launches with a huge milestone,"Polygon announced the second testnet before going live on mainnet MATIC has consolidated at $0.8 for the past week The token could resist bear pressure to rise toward $1 Polygon (MATIC/USD) traded at a support zone at $0.8 on Friday, a level it has held for a…",https://biztoc.com/x/3ab3349d2d053296,https://c.biztoc.com/p/3ab3349d2d053296/og.webp,2022-12-23T09:24:06Z,Polygon announced the second testnet before going live on mainnet MATIC has consolidated at $0.8 for the past weekThe token could resist bear pressure to rise toward $1Polygon (MATIC/USD) traded at a… [+433 chars]
86,"{'id': None, 'name': 'Biztoc.com'}",coinjournal.net,Polygon’s MATIC defends support as the last testnet launches with a huge milestone,"Polygon announced the second testnet before going live on mainnet MATIC has consolidated at $0.8 for the past week The token could resist bear pressure to rise toward $1 Polygon (MATIC/USD) traded at a support zone at $0.8 on Friday, a level it has held for a…",https://biztoc.com/x/3ab3349d2d053296,https://c.biztoc.com/p/3ab3349d2d053296/og.webp,2022-12-23T09:24:06Z,Polygon announced the second testnet before going live on mainnet MATIC has consolidated at $0.8 for the past weekThe token could resist bear pressure to rise toward $1Polygon (MATIC/USD) traded at a… [+433 chars]
87,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,Polygon’s MATIC defends support as the last testnet launches with a huge milestone,"Polygon announced the second testnet before going live on mainnet  MATIC has consolidated at $0.8 for the past week The token could resist bear pressure to rise toward $1 Polygon (MATIC/USD) traded at a support zone at $0.8 on Friday, a level it has held for …",https://coinjournal.net/news/polygons-matic-defends-support-as-the-last-testnet-launches-with-a-huge-milestone/,https://coinjournal.net/wp-content/uploads/1970/01/1671787084093-5d4463c4-f6e0-4d48-8d67-b7b351032f4a.jpg,2022-12-23T09:20:11Z,"<ul><li>Polygon announced the second testnet before going live on mainnet 
</li><li>MATIC has consolidated at $0.8 for the past week
</li><li>The token could resist bear pressure to rise toward $1… [+2697 chars]"
88,"{'id': None, 'name': 'Biztoc.com'}",scmp.com,Exclusive: Ex-Binance CFO: brace for crypto bear market after FTX meltdown,"In an exclusive interview with the Post, Zhou Wei talks about his outlook on the cryptocurrency market and his views on China’s outright ban on cryptocurrency trading.#zhouwei",https://biztoc.com/x/a10eed52281485b6,https://c.biztoc.com/p/a10eed52281485b6/og.webp,2022-12-23T09:14:32Z,"In an exclusive interview with the Post, Zhou Wei talks about his outlook on the cryptocurrency market and his views on Chinas outright ban on cryptocurrency trading. 
#zhouwei
 This story appeared… [+24 chars]"
89,"{'id': None, 'name': 'Coinjournal.net'}",Motiur Rahman,Which cryptocurrencies are likely to find their way into Twitter’s payments?,"Investors anticipate Twitter to add cryptocurrencies to its payment methods DOGE, BNB, and MASK are thought to be the likeliest additions An addition would be followed by price surges The acquisition of Twitter by Elon Musk elicited enthusiasm from most crypt…",https://coinjournal.net/news/which-cryptocurrencies-are-likely-to-find-their-way-into-twitters-payments/,https://coinjournal.net/wp-content/uploads/1970/01/1671786827939-b5ef651b-bfd7-47c8-b2a8-dbec313a0d0e.jpg,2022-12-23T09:14:07Z,"<ul><li>Investors anticipate Twitter to add cryptocurrencies to its payment methods
</li><li>DOGE, BNB, and MASK are thought to be the likeliest additions
</li><li>An addition would be followed by … [+4031 chars]"
90,"{'id': None, 'name': 'Biztoc.com'}",financialjuice.com,US SEC Chairman Gary Gensler says cryptocurrency crackdown is just getting started,Securities and Exchange Commission Chairman hopes pending charges against Sam Bankman-Fried send message to crypto community. Gary Gensler argues cryptocurrency issuers and exchanges need to ensure compliance with existing securities law#garygensler #sambankm…,https://biztoc.com/x/fbb252a04ee34fb2,https://c.biztoc.com/p/fbb252a04ee34fb2/og.webp,2022-12-23T09:14:06Z,Securities and Exchange Commission Chairman hopes pending charges against Sam Bankman-Fried send message to crypto community. Gary Gensler argues cryptocurrency issuers and exchanges need to ensure c… [+125 chars]
91,"{'id': None, 'name': 'Biztoc.com'}",cnbc.com,"From $250,000 to $10,000 price calls: How market watchers got it wrong with bitcoin in 2022","2022 marked the start of a new ""crypto winter,"" with high-profile companies collapsing across the board and prices of digital currencies crashing spectacularly. The events of the year took many investors by surprise and made the task of predicting bitcoin's p…",https://biztoc.com/x/36bb6b89ba3c3c38,https://c.biztoc.com/p/36bb6b89ba3c3c38/og.webp,2022-12-23T09:10:08Z,"2022 marked the start of a new ""crypto winter,"" with high-profile companies collapsing across the board and prices of digital currencies crashing spectacularly. The events of the year took many inves… [+441 chars]"
92,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,SEC Increases Scrutiny of Audits of Cryptocurrency Companies: WSJ,"The US Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies and warning both investors and audit firms, WSJ reported.#wsj",https://biztoc.com/x/a3941fc947dbaceb,https://c.biztoc.com/p/a3941fc947dbaceb/og.webp,2022-12-23T09:10:05Z,"The US Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies and warning both investors and audit firms, WSJ reported. 
#wsj
 This story appeared… [+28 chars]"
93,"{'id': None, 'name': 'CoinDesk'}",Omkar Godbole,"OKX Unveils 2nd Proof-of-Reserves Report, Promises Monthly Publication","Users can now view and download the old and new reserve ratios and self-assess the exchange's health and safety of their assets, OKX said in a press release.",https://www.coindesk.com/business/2022/12/23/okx-unveils-second-proof-of-reserves-report-promises-monthly-publication/,https://www.coindesk.com/resizer/38j7S0NzDb_mxEtM8thNYmstoBA=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/5SPUHIBTABCKXJTR4SKAMPPXZM.png,2022-12-23T09:06:15Z,"Cryptocurrency exchange OKX published a second proof of reserves (PoR) report, adding features that allow users to verify that the second-largest platform by trading volume has sufficient assets to h… [+1893 chars]"
94,"{'id': None, 'name': 'Yahoo Entertainment'}",Omkar Godbole,"OKX Unveils 2nd Proof-of-Reserves Report, Promises Monthly Publication",Users can now view and download the old and new reserve ratios and assess the exchange's health and the safety of their assets.,https://finance.yahoo.com/news/okx-unveils-2nd-proof-reserves-090403509.html,https://s.yimg.com/ny/api/res/1.2/9w2rNy6XYBis6zjPBtPfTA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD01ODM-/https://media.zenfs.com/en/coindesk_75/d547035442dd7f456e16de480df7fd3f,2022-12-23T09:04:03Z,"Cryptocurrency exchange OKX published a second proof of reserves (PoR) report, adding features that allow users to verify that the second-largest platform by trading volume has sufficient assets to h… [+1893 chars]"
95,"{'id': None, 'name': 'Anchor.fm'}",Gary Vaynerchuk,Stop Trying to Impress Strangers... You Are Not Tricking ANYONE!,"Today's episode of the GaryVee Audio Experience is all about people living their lives for the validation of others, your worth is not set in surface level things, why the world is grey when everyone thinks it's black and white, selfishness vs selflessness an…",https://anchor.fm/garyvee/episodes/Stop-Trying-to-Impress-Strangers----You-Are-Not-Tricking-ANYONE-e1sc7pa,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2454369/2454369-1660858294166-1fec3937876f7.jpg,2022-12-23T09:00:15Z,"Skip to main content
Today's episode of the GaryVee Audio Experience is another episode of Empathy Hour, the show focused on EQ, entrepreneurship, Web3, and of course, wine. In this series, I sit do… [+45252 chars]"
96,"{'id': None, 'name': 'Yahoo Entertainment'}",Amitoj Singh,SEC Increases Scrutiny of Audits of Cryptocurrency Companies: WSJ,"The US Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies and warning both investors and audit firms, ...",https://finance.yahoo.com/news/sec-increases-scrutiny-audits-cryptocurrency-085600904.html,https://s.yimg.com/ny/api/res/1.2/KuuM9kGEcHALCV.OxaHjaQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/coindesk_75/b7de5da12d1aab9353ea5456970f289f,2022-12-23T08:56:00Z,The U.S. Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies in an effort to warn investors who may feel assured by audits such as proof-of-reser… [+1708 chars]
97,"{'id': None, 'name': 'CoinDesk'}",Amitoj Singh,SEC Increases Scrutiny of Audits of Cryptocurrency Companies: WSJ,"The US Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies and warning both investors and audit firms, WSJ reported.",https://www.coindesk.com/policy/2022/12/23/sec-increases-scrutiny-of-audits-of-cryptocurrency-companies-wsj/,https://www.coindesk.com/resizer/2ghZxuR32jIxLLHZarA4rseHezE=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/K6CJI4NCRZB6JJ2WL7ONUOGFXE.jpg,2022-12-23T08:56:00Z,The U.S. Securities and Exchange Commission (SEC) is increasing its scrutiny of audits of cryptocurrency companies in an effort to warn investors who may feel assured by audits such as proof-of-reser… [+1708 chars]
98,"{'id': None, 'name': 'Biztoc.com'}",ambcrypto.com,LBank presents TechFest International blockchain summit in Bombay,"TechFest IIT Bombay is Asia’s Largest technology festival where the world’s leading crypto influencers gather with key government delegates, media, and other investors to assist the global blockchain and cryptocurrency communities. It is one of the most prest…",https://biztoc.com/x/225cd7239e3b9f73,https://c.biztoc.com/p/225cd7239e3b9f73/og.webp,2022-12-23T08:54:05Z,"TechFest IIT Bombay is Asias Largest technology festival where the worlds leading crypto influencers gather with key government delegates, media, and other investors to assist the global blockchain a… [+409 chars]"
99,"{'id': None, 'name': 'Biztoc.com'}",thecryptobasic.com,Shiba Inu Invites Community to Submit SHIB-Related Promotional Videos and Audios,"Shiba Inu wants to launch a video promotional series, and it wants the community to be a part of it. Leading canine-themed cryptocurrency Shiba Inu has announced plans to release a series of promotional videos over the coming months. According to a blog post …",https://biztoc.com/x/f0644979a92dd4dc,https://c.biztoc.com/p/f0644979a92dd4dc/og.webp,2022-12-23T08:50:07Z,"Shiba Inu wants to launch a video promotional series, and it wants the community to be a part of it.
Leading canine-themed cryptocurrency Shiba Inu has announced plans to release a series of promoti… [+413 chars]"
